,Id,Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_spend,Age,Tenure,Total_dependencies,Total_spend_cluster,Income and Expenditure cluster
1420,4298,PhD,Together,-1.4279090717867018,63,1,1,0,2,8,-0.9400502042517823,51,10,1,0,1
1421,5823,PhD,Single,-0.7986223735508172,63,2,1,0,4,5,-0.8850934172954583,54,10,1,0,1
1422,8375,PhD,Married,0.45459922462844415,63,3,8,2,6,7,0.022641098293480155,56,10,1,2,2
1423,5723,PhD,Together,0.09602873903041186,63,1,1,1,5,2,-0.7391736726183221,48,10,1,0,2
1424,5763,Master,Together,0.1313718030017267,63,5,6,2,5,6,-0.23887740515385494,52,11,1,0,2
1425,8727,Graduation,Divorced,0.8646741452791271,63,3,11,6,9,6,1.2203200416175077,46,11,1,1,0
1426,3056,Graduation,Divorced,0.8646741452791271,63,3,11,6,9,6,1.2203200416175077,46,11,1,1,0
1427,8442,Master,Married,-1.4764991612345215,63,2,1,0,3,7,-0.9021489718681106,39,11,2,0,1
1428,3712,Graduation,Divorced,0.2626763195248424,63,1,3,2,6,4,-0.46817986107506904,65,11,0,0,2
1429,10722,Graduation,Together,0.4354705198403712,63,2,6,6,3,6,0.07570282363062061,51,11,1,2,2
1430,2406,Graduation,Together,0.3823764417305399,63,3,6,2,8,5,0.02453615991266374,75,11,1,2,2
1431,7313,2n Cycle,Widow,1.456339291161738,63,1,6,5,11,3,2.0067706135786967,75,11,0,1,0
1432,2656,Graduation,Divorced,-0.3456800784581646,63,1,1,1,2,7,-0.8471921849117866,53,11,2,0,1
1433,1993,PhD,Married,0.5951766589851132,63,3,2,3,9,8,0.8829990734028289,75,12,1,2,0
1434,4136,Basic,Single,-2.112886265125813,63,4,3,2,2,9,-0.7334884877607714,32,12,1,0,1
1435,2928,PhD,Single,0.27761896426233984,63,2,2,4,8,8,0.9171101825481335,49,12,1,2,0
1436,2920,PhD,Single,0.27761896426233984,63,2,2,4,8,8,0.9171101825481335,49,12,1,2,0
1437,6661,Graduation,Married,1.0634855036305113,63,5,9,6,12,6,1.2658015204779138,50,12,1,1,0
1438,5462,Graduation,Married,1.0634855036305113,63,5,9,6,12,6,1.2658015204779138,50,12,1,1,0
1439,10897,Graduation,Married,1.0634855036305113,63,5,9,6,12,6,1.2658015204779138,50,12,1,1,0
1440,10542,PhD,Married,-0.561500617521381,63,3,3,0,3,9,-0.813081075766482,56,12,2,0,1
1441,5756,Graduation,Together,-0.41975744492277955,64,2,2,0,3,6,-0.8547724313885209,41,10,1,0,1
1442,3570,PhD,Together,-0.24606244687484843,64,3,4,1,5,5,-0.49660578536282285,55,11,1,0,2
1443,1072,PhD,Single,-0.3505019957316124,64,2,2,1,3,6,-0.7827600898595446,59,11,1,0,1
1444,9606,PhD,Married,1.197227472841304,64,1,4,2,6,3,1.9518138266223723,59,11,0,1,0
1446,2995,Master,Together,1.020618129188542,64,1,3,4,9,1,1.095245974751391,67,11,0,2,0
1447,8210,Master,Married,0.3897417878954766,64,5,4,1,8,4,-0.19150086467426525,49,11,1,0,2
1448,773,Master,Divorced,-0.24055168427662244,64,7,6,6,4,6,0.1685608429706164,53,11,2,2,2
1449,5272,Master,Married,0.3427413415048375,64,4,8,5,3,7,0.10602380953755801,59,11,1,2,2
1450,5125,Graduation,Married,1.703846715164754,64,1,4,10,11,2,1.595542242215858,64,11,0,1,0
1451,4391,Master,Divorced,0.872516384361218,64,1,9,3,9,6,0.7617151297750794,56,11,1,2,0
1452,6283,Master,Divorced,0.872516384361218,64,1,9,3,9,6,0.7617151297750794,56,11,1,2,0
1453,3421,Master,Divorced,0.872516384361218,64,1,9,3,9,6,0.7617151297750794,56,11,1,2,0
1454,5731,Master,Married,-1.0743194677678354,64,1,1,0,3,7,-0.8888835405338255,41,11,1,0,1
1455,7152,Master,Married,-1.0743194677678354,64,1,1,0,3,7,-0.8888835405338255,41,11,1,0,1
1456,3919,Master,Single,1.321219631301389,64,1,5,6,8,3,2.7003631661998897,48,11,0,1,0
1457,6097,Graduation,Single,0.17429216554560228,64,9,8,1,6,9,0.10412874791837443,65,11,2,2,2
1458,5150,Basic,Single,-1.4402552995308042,64,2,2,0,3,6,-0.8699329243419897,45,12,1,0,1
1459,10479,PhD,Married,1.549545362414426,64,1,3,2,5,1,1.9044372861427827,49,12,0,1,0
1460,5966,PhD,Married,-0.11486390655554476,64,5,3,1,6,6,-0.5515625723191468,50,12,2,0,2
1461,3439,Graduation,Married,0.49524109879036093,64,5,4,1,5,6,-0.3980625811652763,52,12,2,0,2
1462,6609,Graduation,Widow,-1.0776047300860085,64,1,3,0,3,9,-0.7562292271909744,58,12,0,0,1
1463,5393,Graduation,Single,-1.2511407638282217,64,1,1,0,3,7,-0.8794082324379076,47,12,1,0,1
1464,9014,Graduation,Married,-0.5452332702362331,65,4,3,0,3,8,-0.8434020616734194,49,10,2,0,1
1465,4050,Master,Married,0.11817776562712791,65,1,2,1,4,3,-0.7183279948073026,58,10,0,0,2
1466,6862,Graduation,Divorced,-2.418627613123544,65,15,0,0,0,20,-0.9438403274901496,53,10,0,0,1
1467,8315,Graduation,Single,-0.6650393686457426,65,1,1,0,2,6,-0.9154144032023958,29,10,0,0,1
1468,5184,Graduation,Single,-0.6650393686457426,65,1,1,0,2,6,-0.9154144032023958,29,10,0,0,1
1469,3643,Master,Married,0.8388689396508957,65,1,4,3,6,2,0.7996163621587511,50,10,0,2,0
1470,2589,Graduation,Divorced,-1.092388410517788,65,2,2,1,3,6,-0.8471921849117866,52,10,1,0,1
1471,4887,PhD,Divorced,0.4258796733953817,65,1,2,0,3,5,-0.8396119384350522,48,11,2,0,2
1472,10104,Graduation,Together,-0.7304266863977704,65,1,1,0,2,7,-0.9438403274901496,50,11,3,0,1
1473,3254,Graduation,Married,1.2458175622891237,65,1,5,4,4,2,0.8602583339726259,53,11,1,2,0
1474,2004,Graduation,Single,1.340825229006616,65,1,4,7,5,1,1.2544311507628123,55,11,1,1,0
1475,6142,Master,Married,0.9377977259094337,65,1,5,3,5,2,0.7465546368216106,81,11,0,2,0
1476,8553,Graduation,Married,-0.16292411498430423,65,2,1,0,3,6,-0.8794082324379076,59,11,2,0,2
1477,9805,Master,Together,0.46387214246199754,65,4,6,2,10,4,0.2917398482175496,71,11,1,2,2
1478,849,Master,Together,0.46387214246199754,65,4,6,2,10,4,0.2917398482175496,71,11,1,2,2
1479,1606,Graduation,Together,-0.46548617686767413,65,1,1,0,2,8,-0.9173094648215793,53,11,1,0,1
1480,125,2n Cycle,Together,0.30247038405626286,65,6,5,1,5,7,-0.445439121644866,66,11,2,0,2
1481,9305,2n Cycle,Single,1.7122718233678111,65,1,4,9,13,2,1.5330052087827997,48,11,0,1,0
1482,4706,Graduation,Single,-0.6713979408744649,65,1,1,0,3,5,-0.8831983556762747,58,11,1,0,1
1483,4437,Graduation,Married,0.9506738346725964,65,2,3,2,5,4,-0.46628479945588547,62,11,2,0,2
1484,3081,PhD,Married,-0.3370430178474835,65,1,1,0,2,7,-0.9210995880599465,46,11,1,0,1
1485,3536,Graduation,Together,-1.4643118977961371,65,2,1,1,3,5,-0.8547724313885209,64,11,1,0,1
1486,8686,Basic,Together,-1.2532072998025563,65,2,2,0,3,8,-0.8168711990048492,45,11,1,0,1
1487,9707,PhD,Married,0.41528205301417787,65,3,4,2,11,8,1.2809620134313824,55,12,1,1,0
1488,10872,PhD,Married,0.41528205301417787,65,3,4,2,11,8,1.2809620134313824,55,12,1,1,0
1489,9058,Graduation,Widow,1.7181535026793793,65,1,5,11,5,3,2.57907922257214,69,12,0,1,0
1490,4640,Graduation,Divorced,1.233153405933585,65,2,4,7,13,2,1.085770666655473,57,12,1,2,0
1491,2525,PhD,Married,-0.47502403521075764,65,2,5,2,9,6,0.05296208420041756,50,12,0,2,2
1492,9503,Graduation,Single,-1.0228680208170906,65,2,5,1,5,8,-0.3658465336391553,44,12,0,0,1
1493,10704,Graduation,Single,0.393609919334616,65,2,6,2,9,4,0.354276881650608,55,12,1,2,2
1494,2669,Graduation,Single,1.4263480254829313,66,1,5,4,6,2,1.1767336243762851,31,10,0,2,0
1495,10037,Graduation,Single,1.4263480254829313,66,1,5,4,6,2,1.1767336243762851,31,10,0,2,0
1496,5680,2n Cycle,Married,-0.6194696010065661,66,1,1,0,3,6,-0.9021489718681106,40,10,1,0,1
1497,3726,PhD,Together,-0.6917453720063763,66,1,1,0,2,8,-0.9267847729174973,38,10,1,0,1
1498,4548,Graduation,Single,-0.28654535673104714,66,1,1,0,3,4,-0.8566674930077045,43,11,2,0,1
1499,4599,Master,Married,0.12220486137198537,66,6,7,1,7,7,-0.09106259885753511,48,11,2,0,2
1500,879,Master,Married,0.12220486137198537,66,6,7,1,7,7,-0.09106259885753511,48,11,2,0,2
1501,7409,Graduation,Together,0.3079811466544889,66,2,4,1,6,5,-0.4530193681216003,54,11,1,0,2
1503,0,Graduation,Married,1.2492617889130149,66,1,3,4,9,1,1.31128299933832,39,11,0,1,0
1504,4860,Graduation,Single,-1.2276670346838552,66,1,1,0,3,6,-0.9116242799640285,54,11,1,0,1
1505,425,Graduation,Married,0.4229653277905506,66,3,6,2,11,5,0.41870897670284996,39,11,2,2,2
1506,9500,Graduation,Married,0.5690005366435397,66,3,9,2,8,7,0.4774558868975412,65,11,1,2,2
1507,3074,PhD,Married,1.2329414535259609,66,1,5,8,4,6,2.50517181942398,40,12,0,1,0
1508,5140,PhD,Married,0.8997522687409119,66,2,4,3,12,8,1.779363219276666,39,12,1,1,0
1510,916,PhD,Single,-0.30366051364669133,67,2,1,0,3,3,-0.900253910248927,52,10,2,0,1
1511,10413,Graduation,Married,1.33504952589886,67,1,4,6,12,1,1.1047212828473087,40,10,0,2,0
1512,3696,Graduation,Divorced,-0.8872714680395875,67,2,2,0,3,7,-0.8604576162460716,59,10,2,0,1
1513,304,Master,Single,-1.2945380192892513,67,3,3,0,3,7,-0.8149761373856655,43,11,1,0,1
1515,2863,Graduation,Single,-2.5102970294209572,67,6,2,3,10,7,1.034604002937516,54,11,3,2,1
1517,675,Master,Divorced,0.24688586515684868,67,5,4,2,5,7,-0.32984036287466717,51,11,2,0,2
1518,4483,Graduation,Single,1.3236040958871598,67,1,2,10,6,1,1.3681348479138276,31,11,0,1,0
1519,1502,Graduation,Together,-1.0040042565385479,67,2,2,0,3,8,-0.8604576162460716,41,11,1,0,1
1520,736,Graduation,Together,-1.0040042565385479,67,2,2,0,3,8,-0.8604576162460716,41,11,1,0,1
1521,4487,Master,Single,-0.3982972636508417,67,1,2,0,4,6,-0.7789699666211775,55,11,1,0,1
1522,3412,Master,Married,1.0600942651085261,67,4,2,2,9,7,0.8545731491150751,73,11,1,2,0
1523,1744,Basic,Single,-1.2635399796742302,67,1,1,1,2,6,-0.8566674930077045,59,11,1,0,1
1524,5837,Graduation,Married,0.217477468599008,67,7,6,3,6,7,-0.022840380566925948,57,12,2,2,2
1525,3422,Graduation,Married,1.5204019063661154,67,1,2,3,4,6,1.6486039675529984,49,12,1,1,0
1526,7462,Graduation,Single,-1.3176938198221817,67,3,10,2,4,9,0.12118430249102671,70,12,0,2,1
1527,10702,Graduation,Single,0.26696835577922995,67,2,7,1,7,7,-0.1062230918110038,40,12,1,0,2
1528,2115,Graduation,Together,0.14525468570110375,68,2,1,0,4,5,-0.8339267535775015,67,10,2,0,2
1529,4138,Graduation,Single,1.549863291025862,68,1,5,10,7,1,0.744659575202427,62,10,1,2,0
1530,11091,Graduation,Together,-0.6775975487974693,68,2,1,0,3,4,-0.9173094648215793,71,10,2,0,1
1531,7712,PhD,Single,0.7833903969552936,68,1,6,2,10,4,0.24246824611877632,78,10,0,2,2
1532,3535,Graduation,Single,1.0024961983366831,68,1,4,3,5,2,0.873523765306911,59,10,0,2,0
1533,5899,PhD,Together,-2.21102022985576,68,1,1,0,0,20,-0.8661428011036224,74,10,2,0,1
1534,8749,Graduation,Together,-0.5372850549503302,68,1,1,1,2,4,-0.8434020616734194,40,10,1,0,1
1536,9491,Graduation,Together,-1.2398542981222396,68,3,3,1,3,7,-0.8339267535775015,40,11,1,0,1
1537,5286,Master,Single,-0.3367250892360474,68,1,3,2,4,3,-0.5477724490807797,37,11,0,0,2
1538,3409,Graduation,Single,-0.5970026457984139,68,3,7,1,4,9,-0.316574931540382,40,11,1,0,1
1539,2544,Master,Divorced,0.5381084732323305,68,1,1,1,4,1,-0.7846551514787282,73,11,1,0,2
1540,2118,2n Cycle,Married,0.822919520977184,68,3,7,2,8,4,0.21972750668857327,60,11,1,2,2
1541,9370,PhD,Married,0.9787575286827865,68,1,6,3,6,4,1.163468193042,79,11,0,2,0
1542,4864,Graduation,Married,-0.6885660858920152,68,4,4,1,3,8,-0.6273650370864904,47,11,1,0,1
1543,405,Graduation,Divorced,-0.3039784422581275,68,4,5,5,3,8,-0.1232786463836561,60,11,1,0,2
1544,10513,Graduation,Together,0.8389219277528018,68,1,2,3,6,7,1.8873817315701304,32,11,0,1,0
1545,5138,Graduation,Together,-1.009673983442492,68,1,1,0,3,8,-0.8775131708187239,74,11,1,0,1
1546,8387,Graduation,Married,-0.22439031319528654,68,1,4,1,5,6,-0.5136613399354751,67,11,1,0,2
1547,378,Graduation,Married,0.27322095180414024,68,2,7,2,10,6,0.5456781051881503,53,12,0,2,2
1548,5846,Graduation,Divorced,-0.37773788011130627,68,1,1,0,2,6,-0.9343650193942316,47,12,1,0,1
1549,8870,Graduation,Together,-0.6453277947367035,68,6,6,1,5,8,-0.017155195709375185,40,12,1,2,1
1550,10340,Graduation,Together,-0.6453277947367035,68,6,6,1,5,8,-0.017155195709375185,40,12,1,2,1
1551,7290,Graduation,Single,1.2304510127363781,68,1,3,5,12,2,0.8754188269260946,39,12,0,2,0
1552,8895,Graduation,Single,1.2304510127363781,68,1,3,5,12,2,0.8754188269260946,39,12,0,2,0
1553,3635,PhD,Single,0.2767181665299375,69,3,6,3,8,5,0.1363447954444954,62,10,1,2,2
1554,11178,Master,Single,-0.2639194372171769,69,1,1,0,3,7,-0.8983588486297435,52,10,1,0,1
1556,3281,PhD,Married,0.09428013166751323,69,6,4,1,8,6,-0.18013049495916372,64,11,2,0,2
1557,9905,Graduation,Together,-0.7047804450752571,69,5,3,3,3,6,-0.47576010755180337,72,11,2,0,1
1558,2437,Graduation,Married,-2.5102970294209572,69,1,6,5,12,3,2.0939434480611414,35,11,0,1,1
1559,2565,Master,Divorced,1.2326765130164308,69,1,4,5,10,3,1.5690113795472878,69,11,0,1,0
1560,7912,Graduation,Married,-0.48954277513300687,69,2,3,1,2,8,-0.7638094736677087,46,11,1,0,1
1561,7072,Graduation,Married,1.062796658305733,69,2,8,5,4,4,1.5709064411664713,51,11,1,1,0
1562,1409,Graduation,Together,-0.35426415096693975,69,7,7,1,5,8,-0.11759346152610534,73,11,1,0,2
1563,5314,Graduation,Together,-0.35426415096693975,69,7,7,1,5,8,-0.11759346152610534,73,11,1,0,2
1565,8858,PhD,Married,-0.16159941243665374,69,4,8,2,7,8,0.06812257715388625,52,11,1,2,2
1566,895,PhD,Married,0.7467226304363282,69,3,5,2,10,5,0.1666657813514328,76,12,2,2,2
1567,10313,Graduation,Married,0.042563744207238435,69,6,5,1,4,8,-0.477655169170987,49,12,2,0,2
1568,642,Basic,Married,-1.662222458415119,69,3,2,1,2,8,-0.7638094736677087,44,12,1,0,1
1569,8504,Graduation,Married,1.7071849655848332,70,1,5,6,7,2,1.6296533513611626,51,10,0,1,0
1570,1020,Graduation,Married,1.7071849655848332,70,1,5,6,7,2,1.6296533513611626,51,10,0,1,0
1571,3717,Graduation,Married,0.7315150451893008,70,2,5,5,6,3,0.3751225594616274,65,10,1,2,2
1572,7646,Graduation,Single,0.9047331503200777,70,4,5,3,12,4,0.5665237829991698,35,10,1,2,0
1573,5796,Graduation,Married,1.5929426178754558,70,1,4,5,13,1,1.172943501137918,61,11,0,2,0
1574,8625,Graduation,Married,-1.5751100188816234,70,3,3,0,3,8,-0.8737230475803568,48,11,1,0,1
1575,5407,Graduation,Together,0.3035301460943833,70,5,10,6,7,7,1.0971410363705745,70,11,1,2,0
1576,4356,Graduation,Together,1.2952554613674396,70,3,3,3,5,6,2.023826168151349,53,11,1,1,0
1577,2886,Master,Divorced,1.4261890611772132,70,4,10,8,10,6,1.347289170102808,53,11,1,1,0
1578,10057,Graduation,Single,1.3197889525499265,70,1,5,7,9,7,1.563326194689737,73,11,0,1,0
1579,10741,Master,Together,-0.0012044279671334665,70,4,6,1,5,7,-0.3544761639240538,73,11,1,0,2
1580,5491,Master,Together,-0.0012044279671334665,70,4,6,1,5,7,-0.3544761639240538,73,11,1,0,2
1581,4442,Graduation,Single,-0.04507857634531741,70,2,1,1,5,3,-0.6235749138481232,63,11,1,0,2
1582,3972,Graduation,Together,0.14970568626120936,70,6,7,1,5,8,-0.1990811111509996,48,11,2,0,2
1583,2431,Graduation,Married,-1.5447478364894742,70,1,2,0,3,8,-0.8320316919583178,34,12,0,0,1
1584,7899,PhD,Married,1.602109559505197,70,2,4,7,4,7,2.224702699784809,72,12,1,1,0
1585,9703,PhD,Married,-0.49160931110734163,70,4,3,2,2,7,-0.6103094825138381,54,12,2,0,1
1586,6927,PhD,Married,-0.15884403113754075,70,8,5,1,5,8,-0.4587045529791511,56,12,2,0,2
1587,7005,Graduation,Single,0.5992567428318767,71,1,5,3,12,2,0.5816842759526385,43,10,0,2,2
1588,246,Graduation,Married,1.0123519852912028,71,7,4,1,7,4,-0.3677415952583389,59,10,2,0,2
1589,4796,Graduation,Divorced,0.11992637299002655,71,1,1,0,3,2,-0.8850934172954583,72,10,1,0,2
1590,4725,PhD,Together,0.17174873665411336,71,1,1,1,4,2,-0.8320316919583178,74,10,1,0,2
1591,3286,PhD,Divorced,-1.0985880184407921,71,2,2,0,3,6,-0.8794082324379076,57,10,1,0,1
1592,10680,Graduation,Together,-0.7492374625744073,71,1,3,0,3,7,-0.8263465071007671,38,10,1,0,1
1593,4297,Graduation,Together,-1.2794893983479418,71,2,2,0,3,8,-0.8831983556762747,55,10,1,0,1
1594,7327,PhD,Married,-0.563938070209058,71,3,1,1,4,2,-0.8699329243419897,65,11,2,0,1
1596,1665,PhD,Divorced,0.8883598268311177,71,5,2,5,6,5,2.35735701312766,60,11,2,1,0
1597,10640,Graduation,Together,-0.15804920960895044,71,5,4,1,4,7,-0.5591428187958812,50,11,2,0,2
1598,7620,Basic,Single,-1.6526846000720354,71,2,2,2,2,8,-0.7581242888101579,34,11,1,0,1
1599,7761,2n Cycle,Together,-0.4595515094542,71,2,3,0,4,6,-0.7524391039526072,46,11,1,0,1
1600,5062,PhD,Married,0.3548756168413159,71,1,2,0,2,8,-0.8850934172954583,61,11,2,0,2
1601,6349,Master,Divorced,0.7636788230462545,71,1,8,4,6,5,1.540585455259534,37,11,0,1,0
1602,3386,Graduation,Married,-0.6591576893341745,71,1,2,1,4,7,-0.6993773786154668,32,11,0,0,1
1603,8175,Graduation,Married,-0.6591576893341745,71,1,2,1,4,7,-0.6993773786154668,32,11,0,0,1
1604,6245,PhD,Together,0.6314735087907364,71,2,3,5,8,3,0.0017954204824606906,74,11,1,2,2
1605,8780,PhD,Together,0.6314735087907364,71,2,3,5,8,3,0.0017954204824606906,74,11,1,2,2
1606,2276,Graduation,Single,0.5608403689500128,71,5,4,7,11,3,0.6859126650077358,69,11,1,2,0
1608,3225,Master,Married,-0.27382821227360254,71,4,4,1,5,6,-0.4568094913599675,40,11,1,0,2
1609,8629,Graduation,Widow,-0.020704049468548553,71,1,1,0,3,5,-0.8813032940570912,68,11,2,0,2
1610,798,Graduation,Single,-1.2681499445400537,71,1,1,0,3,7,-0.9078341567256614,37,12,1,0,1
1611,269,PhD,Single,-0.03273234860121492,71,6,4,4,7,9,1.2070546102832225,61,12,1,1,0
1612,8213,2n Cycle,Together,-1.7411747302550877,71,4,2,2,3,7,-0.7770749050019938,44,12,1,0,1
1614,2447,Graduation,Together,-0.8917754567015991,71,2,2,0,3,7,-0.8282415687199507,45,12,1,0,1
1615,9817,Master,Single,-0.13632408782748257,71,2,9,4,12,8,1.0289188180799653,54,12,0,2,0
1617,8093,Master,Married,1.714656287953582,72,1,4,3,6,1,0.7730854994901809,55,10,0,2,0
1618,713,Master,Married,0.1578128658528303,72,1,4,4,6,3,-0.1213835847644725,47,10,0,0,2
1619,11051,PhD,Together,1.5897103436591886,72,4,6,3,10,4,0.2936349098367332,68,10,2,2,0
1620,5545,PhD,Married,1.626749026891496,72,1,3,5,5,1,0.9133200593097663,52,10,0,2,0
1621,5283,PhD,Single,-0.2597333771666014,72,3,2,1,4,5,-0.6861119472811816,48,10,2,0,2
1622,5010,Graduation,Single,-1.1851705769552277,72,2,1,0,3,8,-0.8945687253913762,36,10,1,0,1
1623,7495,PhD,Married,0.4688530240411633,72,2,2,1,5,4,-0.6633712078509786,76,11,1,0,2
1624,4368,Graduation,Married,0.025183646782064122,72,1,3,0,4,6,-0.7050625634730175,44,11,1,0,2
1626,1030,PhD,Single,-0.35701953226605276,72,2,1,0,3,7,-0.8869884789146419,59,11,2,0,1
1627,10364,Graduation,Divorced,-1.2759391955202386,72,1,1,0,2,8,-0.9210995880599465,65,11,0,0,1
1629,8562,Graduation,Together,0.3598035103185757,72,1,2,1,7,2,-0.5117662783162915,55,11,0,0,2
1630,2918,Graduation,Divorced,-0.9996062440803483,72,3,2,0,4,5,-0.7865502130979117,43,11,2,0,1
1631,9167,Graduation,Married,1.0468472396320214,72,3,9,2,12,6,0.8905793198795633,68,11,1,2,0
1632,4743,PhD,Married,0.4698597979773777,72,5,8,4,11,6,0.8811040117836454,55,11,1,2,0
1634,10965,Graduation,Together,1.5170636559460362,72,1,3,5,13,6,2.3042952877905196,69,11,0,1,0
1635,7129,PhD,Married,0.38778122812495386,72,8,6,4,13,6,0.8015114237779347,62,11,1,2,0
1636,3732,Master,Married,0.28482534612155846,72,6,5,7,9,4,0.6707521720542671,69,11,1,2,2
1637,7124,Graduation,Divorced,-0.5498962232039628,72,5,2,1,4,5,-0.780865028240361,56,11,2,0,1
1638,10686,PhD,Together,-0.6965143011779181,72,1,1,0,2,7,-0.9192045264407629,59,12,2,0,1
1639,7247,Graduation,Widow,0.02868086150786139,72,5,7,4,6,6,0.18940652078163586,64,12,1,2,2
1640,1513,2n Cycle,Together,0.7134461024393481,72,13,2,2,12,8,1.4098262035358664,45,12,2,1,0
1642,6653,PhD,Married,0.4124206955112528,72,4,7,2,5,7,-0.1668650636248786,54,12,2,0,2
1644,7106,PhD,Married,1.5096453216791934,73,1,3,5,10,1,1.3946657105823976,81,10,0,1,0
1645,4252,Graduation,Married,-0.15895000734135278,73,1,4,1,6,5,-0.38858727306935836,59,10,1,0,2
1646,9240,PhD,Single,0.6956950883008317,73,2,6,2,8,6,0.03780159124694885,53,10,1,2,2
1647,10770,Graduation,Married,0.9599997406080558,73,2,4,7,13,2,1.0213385716032308,65,10,0,2,0
1648,176,2n Cycle,Single,1.0667177778467785,73,1,4,1,6,3,-0.33173542449385074,44,10,1,0,2
1649,6870,PhD,Divorced,1.1355493222226976,73,1,3,1,7,2,-0.42269838221466294,65,11,1,0,2
1650,143,Graduation,Single,0.7330517001445753,73,1,5,3,4,2,0.8545731491150751,54,11,0,2,0
1651,6445,Graduation,Together,1.0306328804487794,73,1,4,5,6,2,0.6669620488158999,57,11,0,2,0
1654,4637,PhD,Single,1.4445759325386018,73,1,6,9,9,3,2.1678508512093013,70,11,0,1,0
1656,1173,Master,Together,1.6032752977471294,73,1,4,2,6,2,3.3086779459578213,77,11,0,1,0
1657,1928,Graduation,Married,-0.8245335553828607,73,2,2,0,3,9,-0.8017107060513805,51,11,1,0,1
1658,9029,PhD,Married,1.2050167238214888,73,1,2,8,12,1,1.9518138266223723,52,11,0,1,0
1659,10299,PhD,Single,0.04584900652541163,73,3,6,3,13,5,0.712443527676306,55,12,0,2,2
1660,9246,Master,Together,-0.3854211548876791,73,4,6,1,6,7,-0.17255024848242936,39,12,1,0,2
1661,4943,Graduation,Married,1.2255231192591183,73,1,2,4,9,6,2.313770595886438,71,12,0,1,0
1662,4122,Graduation,Married,1.6866255820452978,73,1,6,5,4,4,0.7370793287256927,49,12,0,2,0
1663,2853,Graduation,Single,0.23268505384603552,74,2,4,2,4,5,-0.43785887516813166,44,10,1,0,2
1664,902,Graduation,Together,0.8276354620468197,74,1,6,2,4,6,-0.3677415952583389,44,10,1,0,2
1665,1672,PhD,Together,0.9678419796901466,74,1,5,1,8,2,-0.08537741399998434,50,10,1,0,2
1666,7254,Graduation,Together,-0.47762045220415256,74,3,3,1,3,7,-0.6993773786154668,55,11,1,0,1
1667,8775,Graduation,Together,-0.47762045220415256,74,3,3,1,3,7,-0.6993773786154668,55,11,1,0,1
1668,9543,Graduation,Married,-1.4512768247272563,74,1,0,0,3,7,-0.9173094648215793,39,11,1,0,1
1669,7093,Graduation,Married,-1.4512768247272563,74,1,0,0,3,7,-0.9173094648215793,39,11,1,0,1
1670,2894,Graduation,Single,1.3526945638335643,74,1,7,5,8,4,2.8557582189729436,39,11,0,1,0
1671,5956,PhD,Divorced,-0.12201730031285736,74,5,6,1,4,8,-0.42080332059547937,76,11,3,0,2
1672,1921,PhD,Married,0.619286245352352,74,2,2,0,3,4,-0.8244514454815836,57,11,3,0,2
1673,5057,Master,Married,0.7640497397595966,74,2,4,4,10,2,0.1988818288775538,63,11,1,2,2
1674,10260,Master,Together,-0.11825514507752999,74,3,6,1,5,7,-0.3696366568775225,59,11,1,0,2
1675,2262,Master,Together,-0.11825514507752999,74,3,6,1,5,7,-0.3696366568775225,59,11,1,0,2
